"","Question_MP.remote","Question_Text.remote","Question_ID","MP_Constituency.remote","Question_Date.remote","Answer_Text.remote","Answer_MP.remote","Answer_Date","Party.remote","Question_MP.local","Question_Text.local","MP_Constituency.local","Question_Date.local","Answer_Text.local","Answer_MP.local","Party.local","MP","Qdate","Qtext","AnswerMP","Atext","Constituency","Party"
"1","Champion, Sarah","To ask the Secretary of State for Justice, what steps the Government has taken to create a national process to co-ordinate the collection and dissemination of all forced marriage protection orders and female genital mutilation protection orders.","110218","Rotherham","2017-10-30","<p>We are aware that HM Inspectorate of Constabulary has recommended the creation of such a process. Officials from the Ministry of Justice and the Home Office FGM Unit are working with the Police to consider how best to respond.</p>","Lee, Dr Phillip","2017-11-02","Labour",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
